Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Barbados,BRB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.279,11.085,11.8873,14.3703,17.3738,18.0467,20.9048,20.4147,22.6821,24.1513,24.4172,27.9255,28.0544,31.0757,31.8877,31.8263,37.9802,45.4387,36.3513,37.4843,..
Barbados,BRB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,..,..
Barbados,BRB,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,927000,957000,990000,1019000,947000,1078000,1035000,1021000,1090000,1273000,1111000,1102000,1191000,1165000,1154000,1197000,1187000,1053000,1079000,1079000,1179000,1227000,1345000,1356000,966000,..,..,..,..
Barbados,BRB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.777,36.849,36.922,36.995,37.068,37.141,37.214,37.287,37.36,37.433,37.55,37.809,38.07,38.331,38.592,38.855,39.118,39.381,39.646,39.91,40.102,39.828,39.554,39.28,39.007,38.736,38.464,38.194,37.923,37.654,37.37,37.006,36.643,36.283,35.924,35.566,35.21,34.856,34.503,34.152,33.827,33.629,33.431,33.234,33.037,32.841,32.646,32.451,32.256,32.063,31.87,31.7,31.553,31.429,31.328,31.249,31.193,31.159,31.147,31.158,31.191,31.246,31.324,31.425
Belarus,BLR,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12358.9795905248,12205.0402098603,11009.1435390222,10150.0152962883,8973.06265466154,8065.98895610024,8319.80030479968,9306.8574406438,10134.1779153846,10526.0036150216,11189.1035668896,11778.0859153435,12451.3310156669,13421.9020414477,15061.0677028504,16589.7310182455,18360.782137752,20031.514171701,22151.1097873368,22250.0600651539,24037.6495034558,25389.9791176658,25858.8102274731,26128.3219558852,26564.4311264082,25513.185299818,24846.9596661141,25503.9746734388,26363.5694015715,26798.8630930108,26731.4943486494,27611.1801135156,26537.550343774,27718.367024278
Belarus,BLR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,31.075852742505,31.516833925875,31.7664645296199,31.7764283921791,31.5507736644015,31.2029845069099,30.8052398197201,30.3464838443217,29.829191102391,29.2440355250325,28.6112880618957,27.963113498647,27.2945831171839,26.5985052574698,25.9001978890143,25.2147517382334,24.5539685728599,23.9543456530488,23.459020628235,23.1139715229681,22.9141907968794,22.813971946581,22.7898313606278,22.8395933906158,22.9231513836273,22.9882166669578,23.0556516727163,23.112874806158,23.1568261611771,23.178661886613,23.1333290182456,23.0098321161423,22.8090072387523,22.5222719925087,22.1390134758171,21.6754004322053,21.144796333699,20.537301327137,19.864728496333,19.1852028121463,18.5167673225202,17.815457845019,17.1119407126763,16.454506005338,15.8605209899785,15.3809253054026,15.028426940992,14.7996699771402,14.7071065627852,14.7620227394601,14.9249385521774,15.1479736517475,15.4280041705227,15.7326645847987,16.022717548785,16.2867455022669,16.5228607834069,16.6971075856346,16.7788682123858,16.8126098372633,16.8397311511557,16.8403350640924,16.7758482748921,16.6341378264053
Belarus,BLR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.8,19.2,13.6,6.6,4.4,3.5,1.3,0.9,0.4,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Belarus,BLR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000202563,0.0012547,0.00770409,0.0161774,0.118848,1.77563,5.01587,11.4889,17.5606,22.1485,26.755,29.4348,28.3377,30.6041,32.293,33.3125,33.7712,34.0724,34.8152,35.0098,34.0672,35.0932
Belarus,BLR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,..,..
Belarus,BLR,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2030000,1852000,1907000,1729000,1816000,4738000,5276000,5283000,5262000,4872000,5674000,5877000,6130000,6242000,5375000,4386000,10935000,11060000,11502000,11832000,3598000,..,..,..
Belarus,BLR,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4747000,4008000,6160000,6518000,6924000,6596000,6811000,7512000,6323000,6440000,7464000,7542000,8427000,8841000,7236000,6972000,8340000,9209000,9326000,9221000,2810000,..,..,..
Belarus,BLR,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2,10.5,10.7,8.6,7.4,..,..,5,4.3,3.2,..,..,..,..
Belarus,BLR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.401,33.522,34.663,35.822,37,38.127,39.269,40.422,41.588,42.76,44.01,45.349,46.697,48.046,49.4,50.614,51.829,53.039,54.247,55.402,56.498,57.584,58.664,59.736,60.8,61.833,62.857,63.87,64.872,65.585,65.981,66.374,66.766,67.155,67.541,67.926,68.308,68.687,69.064,69.482,69.973,70.458,70.939,71.415,71.887,72.354,72.816,73.273,73.726,74.172,74.672,75.188,75.697,76.199,76.693,77.181,77.661,78.134,78.595,79.044,79.483,79.91,80.326,80.731
Belgium,BEL,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42266.1303465547,42881.2596572635,43361.3436007909,42776.8328149211,44021.3472408234,44976.8527139074,45482.2436732757,47093.5836282491,47915.048260711,49498.9791321662,51214.3427772711,51599.7219539308,52245.7425297135,52567.513494045,54209.685249767,55164.0226862774,56200.1040928004,57840.2132826138,57641.5594979425,56024.1830249853,57104.7574081063,57321.7752272553,57388.4992516484,57380.9535901919,58028.5525792096,58871.0652854142,59315.7001438597,60044.6107556749,60843.595706036,61871.7026087319,58337.7581284065,62123.1613172906,63450.4500400983,63572.4919333446
Belgium,BEL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.6733061443791,23.7938689654729,23.8117826671301,23.8476224969441,23.9040413703401,23.9562211889764,23.9819397926182,23.9546140216586,23.8687983806207,23.7497993140188,23.6112184216298,23.4593299777218,23.260914252325,22.9856609491385,22.6324125766118,22.2415699319588,21.8390895742248,21.4323671582737,21.0266050033339,20.6093577361595,20.222804276189,19.8956549547998,19.6112238161553,19.3554584326083,19.1020458141937,18.8347553464845,18.5797620606777,18.3631144010263,18.2072939137396,18.1254522162749,18.1089767967171,18.1259017910158,18.1370055573554,18.1204638093674,18.0586119110768,17.9633128542897,17.8643238306511,17.7785590119423,17.7086897898742,17.6501670714164,17.6079714799073,17.5568546147683,17.4749169975555,17.3742679739935,17.2677739084487,17.1603667897755,17.0512970124185,16.9549601868234,16.9027827342497,16.9009373961502,16.9283145490741,16.9536067500674,16.966479301617,16.9806391043637,16.9897607733501,16.9822053610129,16.964291079238,16.9495347156322,16.928264257393,16.8743106334978,16.7934968825779,16.6881103554996,16.5336142204011,16.3401473882736
Belgium,BEL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,..,..,0.5,..,..,..,1,..,..,0.4,..,0.5,..,..,0.3,..,..,0.3,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,..,..
Belgium,BEL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.107218523,0.224956036,1.40674,4.47177,7.89142,11.9786,15.5446,19.187,23.2412,25.6894,27.8486,29.1619,30.8426,32.1032,33.2388,34.3085,35.782,36.5492,37.6813,38.4911,39.4007,39.9518,41.024,43.0218,43.5657,43.7026
Belgium,BEL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,..,..
Belgium,BEL,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5560000,5829000,6037000,6179000,6369000,6457000,6452000,6720000,6690000,6710000,6747000,6995000,7045000,7165000,6815000,7186000,7494000,7560000,7684000,7887000,8355000,7481000,8385000,9119000,9343000,2584000,..,..,..
Belgium,BEL,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5645000,7548000,7776000,6410000,7932000,6570000,6773000,7268000,8783000,9327000,7852000,8371000,8887000,8775000,8801000,9727000,9576000,10803000,10991000,10835000,13372000,12142000,13098000,14191000,5850000,..,..,..
Belgium,BEL,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.3,2.1,1.6,1.8,1.1,1.6,1.2,2.1,2.2,2.2,0.7,0.8,0.7,0.7,..,..
Belgium,BEL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.46,92.554,92.679,92.835,92.988,93.137,93.284,93.428,93.569,93.707,93.843,93.976,94.106,94.233,94.358,94.48,94.6,94.806,95.005,95.196,95.381,95.535,95.637,95.737,95.835,95.93,96.023,96.115,96.204,96.292,96.377,96.461,96.542,96.622,96.7,96.777,96.851,96.924,96.996,97.065,97.129,97.186,97.241,97.296,97.35,97.403,97.454,97.505,97.555,97.603,97.651,97.698,97.744,97.789,97.833,97.876,97.919,97.961,98.001,98.041,98.079,98.117,98.153,98.189
Belize,BLZ,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8240.40547445081,9019.69652836266,9963.43815341526,10363.7846884579,10140.3435306777,9956.59868506441,9765.18741225187,9837.55115353418,9866.52539795749,10433.2261221204,11336.5607385375,11533.5375157659,11781.7057965189,12528.3645777469,12735.1171246313,12634.8275551454,12822.7771493152,12869.1825939414,12318.9050295089,11931.594762557,11781.9644783779,11481.909029666,11636.7466864636,11884.1577984908,12091.8940843178,12220.5354954948,11971.6183636655,11523.0105371211,11419.9321726544,11688.6668471641,9934.85853011665,11559.8905984688,12407.0171012924,12795.1797987738
Belize,BLZ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,44.9859413804798,45.4920699254456,46.0538011695906,46.6534158726305,47.2571041150808,47.834505782759,48.3662156909922,48.8237247668543,49.1900718484651,49.4045452621778,49.3387370249369,49.125443777368,48.9460553041086,48.7771428571429,48.6071373036853,48.3234073133997,47.9263363339739,47.5107025105924,47.108128047793,46.7493045933854,46.4001984386735,45.9607163023312,45.5125534336996,45.2019506193409,45.0496645723963,44.9764893398965,44.8665153431843,44.7116621827114,44.5373031876099,44.3519526342445,44.1441046719554,43.9710074197623,43.7765206950097,43.4941921396255,43.1401701475687,42.6960082335862,42.1655972035904,41.5849518922977,41.00339251335,40.4458318205157,39.9278720165054,39.4877861503147,39.1146816049253,38.7518087258237,38.3886656487652,38.0103432902363,37.5964354179258,37.1473230284665,36.6653417148802,36.1359516568233,35.4503867509659,34.664643629329,33.9182457670615,33.1873073436083,32.4689571004868,31.7736077650047,31.1098859962566,30.4970595967104,29.9446954191161,29.3712332463794,28.7764246221708,28.2356867342781,27.7391138061428,27.2597821456825
Belize,BLZ,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.5,14.8,..,18.2,20.9,20.7,19.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.356358,1.04053,1.7953,2.51669,2.52617,2.6439,2.66783,2.78381,2.96305,2.98223,2.8979,2.8373,4.87718,5.03804,5.09268,6.48509,7.67179,9.21159,9.10595,9.75386,..
Belize,BLZ,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,..,..
Belize,BLZ,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,342000,349000,305000,300000,340000,374000,385000,694000,999000,1329000,1037000,903000,880000,846000,941000,1054000,1106000,1028000,1022000,1289000,1299000,1391000,1441000,1697000,1674000,487000,..,..,..
Belize,BLZ,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.028,53.72,53.41,53.101,52.79,52.481,52.17,51.86,51.549,51.238,50.963,50.805,50.646,50.488,50.329,50.171,50.012,49.854,49.695,49.537,49.374,49.183,48.992,48.801,48.61,48.419,48.228,48.037,47.846,47.655,47.465,47.271,47.059,46.848,46.637,46.425,46.214,46.003,45.793,45.582,45.398,45.381,45.364,45.347,45.33,45.313,45.296,45.279,45.262,45.245,45.228,45.228,45.246,45.282,45.335,45.406,45.495,45.601,45.724,45.866,46.025,46.201,46.396,46.608
Benin,BEN,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2270.72504795272,2295.30726282374,2291.86752408274,2320.03190565047,2280.11054755879,2368.71432989608,2408.46843471588,2473.55603491183,2494.5317913269,2548.65299674092,2617.20277526761,2674.97399131568,2716.40824832532,2726.5139607425,2762.408845242,2721.86182641779,2743.94728973136,2825.77326094376,2878.03947158524,2859.37720191364,2835.37685284196,2835.16623561424,2886.20105632577,3005.33207106869,3104.22267310797,3067.54054450397,3077.84294838277,3157.97632935376,3272.42968263968,3397.58398092032,3429.92686919007,3575.31148668734,3697.61143218213,3829.28494585008
Benin,BEN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.4425884971604,38.7802642386485,39.1874646324523,39.6811888938272,40.3297601651165,40.9142264377013,41.332089239135,41.7343856099312,42.1156635102332,42.4780306136164,42.8195768863511,43.1399239828123,43.4362572899321,43.7020808987601,43.9362470850291,44.1392007524781,44.3008678797785,44.4264186141989,44.5266429598394,44.6181667023676,44.7226657391609,44.8400116806277,44.9612882053984,45.0727928972763,45.175882855872,45.2741250696903,45.3617324761723,45.4391402296585,45.5105627517205,45.5646949201555,45.60301374162,45.6363354518679,45.6580906788523,45.2015582051777,45.0614968377927,45.4740548288141,45.5981517958174,45.5573454687675,45.4515920957847,45.3239178274012,45.1785382814546,45.0221196067881,44.8659157566899,44.7219833122422,44.5958631735244,44.4231729893873,44.2912225944469,44.2137533758017,44.0839711048212,43.8904130377772,43.6866494782631,43.533465506516,43.4096906669945,43.3127095523547,43.2309132381032,43.1598046371265,43.1001650120832,43.0381204573322,42.9519047213671,42.8371261445071,42.712662844457,42.5780042079281,42.4310058126856,42.2707591752773
Benin,BEN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.1,..,..,..,..,..,..,..,54.3,..,..,..,50.7,..,..,20.1,..,..,12.7,..,..
Benin,BEN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0002736,0.000265384,0.000992757,0.00232609,0.0172318,0.00792944,0.0912828,0.200443,0.275928,0.371868,0.401639,0.396654,0.411777,0.644882,0.190616,0.23767,0.218309,0.199855,0.229385,0.154167,0.153072,0.170838
Benin,BEN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,..,..
Benin,BEN,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,580000,516000,541000,575000,941000,1068000,1155000,853000,850000,845000,960000,975000,1010000,1027000,..,..,222000,232000,252000,265000,279000,292000,307000,322000,337000,..,..,..,..
Benin,BEN,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.2,..,..,53.3,..,..,45.4,..,..
Benin,BEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,9.275,9.856,10.47,11.118,11.801,12.519,13.275,14.069,14.903,15.776,16.691,17.647,18.648,19.689,20.775,21.904,23.079,24.293,25.552,26.676,27.339,28.01,28.692,29.384,30.086,30.796,31.517,32.246,32.985,33.73,34.485,35.247,35.827,36.136,36.447,36.758,37.071,37.385,37.699,38.015,38.333,38.65,39.036,39.536,40.039,40.543,41.049,41.558,42.069,42.58,43.093,43.608,44.125,44.642,45.166,45.695,46.229,46.768,47.312,47.861,48.415,48.972,49.534,50.1
Bermuda,BMU,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76753.6357784474,74423.4864732094,74919.7809546652,76761.1338016004,76687.6753043515,79490.4281990604,81038.0650871307,84250.1908557799,86895.3328365327,89333.3740878779,96791.2137810373,102667.765662685,100494.564540681,103244.368442608,104953.136389998,106021.643172871,111259.401275182,114334.405668772,111539.180692985,104681.049830257,102863.406565517,99872.2921449124,94232.2413952935,93675.1989069033,90018.4881208152,90578.9418117035,90935.7043650768,95224.3251240792,94745.4426596128,95046.0254291862,88567.0939916842,93555.5174506069,99836.8054426266,..
Bermuda,BMU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.2889163850949,33.1172691980368,32.7505349906661,32.3081201334816,31.8832072354118,31.4961549900157,31.1515088557627,30.8188514915958,30.4359097072665,29.993546620776,29.4597114488115,28.8433354270161,28.1646079611706,27.4199338686821,26.6503460289064,25.8834685293676,25.1421612253501,24.433881049519,23.7458381654259,23.0720305294959,22.4691726796666,21.9795202849352,21.5558172917663,21.1649776316991,20.7947967715344,20.4384024743306,20.09822305563,19.810174302568,19.6025731406415,19.4682285374096,19.4101270227945,19.4292773957217,19.4993355908955,19.5745622621915,19.6171641727921,19.6155754176792,19.5661800954203,19.4588805685158,19.2934401478462,19.1041545386716,18.9103974189764,18.6867542055923,18.4254781580154,18.155040621123,17.8680437675823,17.5472732037771,17.2097557882388,16.8876819912755,16.6288582381536,16.4142470423891,16.2277176225826,16.0601577133143,15.8691325587432,15.6457657544169,15.3894720227291,15.1051564677562,14.9100970381176,14.8747530620308,14.9038083402809,14.9267765214734,14.9296038606602,14.8983407338163,14.7061572977689,14.3548361922303
Bermuda,BMU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.4797,37.6277,45.7054,53.6414,62.9277,62.9266,..,..,63.0761,54.6695,47.2709,35.9296,35.874,..,35.8775,35.7243,35.5773,35.5805,..
Bermuda,BMU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,557000,570000,562000,558000,549000,539000,458000,484000,483000,478000,517000,635000,660000,550000,554000,580000,652000,610000,576000,580000,597000,642000,688000,766000,805000,51400.0015258789,..,..,..
Bermuda,BMU,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140000,145000,141000,156000,161000,170000,181000,192000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
